"id","wp","mdbwp_von","mdbwp_bis","wkr_nummer","wkr_name","wkr_land","liste","mandatsart"
"11000690",6,1969-10-20,1972-09-22,12,NA,"HBG",NA,"Direktwahl"
"11000690",7,1972-12-13,1976-12-13,12,NA,"HBG",NA,"Direktwahl"
"11000690",8,1976-12-14,1980-11-04,12,NA,"HBG",NA,"Direktwahl"
"11000690",9,1980-12-18,1983-03-29,NA,NA,NA,"HBG","Landesliste"
"11000690",10,1983-03-29,1987-02-18,16,NA,"HBG",NA,"Direktwahl"
"11000691",8,1976-12-14,1980-11-04,236,NA,"BAY",NA,"Direktwahl"
"11000691",9,1980-11-04,1983-03-29,236,NA,"BAY",NA,"Direktwahl"
"11000691",10,1983-03-29,1987-02-18,236,NA,"BAY",NA,"Direktwahl"
"11000691",11,1987-02-18,1990-12-20,236,NA,"BAY",NA,"Direktwahl"
"11000691",12,1990-12-20,1994-11-10,236,NA,"BAY",NA,"Direktwahl"
"11000691",13,1994-11-10,1998-10-26,236,"Schweinfurt","BAY","BAY","Direktwahl"
"11000691",14,1998-10-26,2002-10-17,236,"Schweinfurt","BAY",NA,"Direktwahl"
"11000691",15,2002-10-17,2005-10-18,251,"Schweinfurt","BAY",NA,"Direktwahl"
"11000691",16,2005-10-18,2009-10-27,251,"Schweinfurt","BAY",NA,"Direktwahl"
"11000691",17,2009-10-27,2013-10-22,250,"Schweinfurt","BAY",NA,"Direktwahl"
"11000692",7,1972-12-13,1976-12-13,NA,NA,NA,"BAY","Landesliste"
"11000692",8,1976-12-14,1977-05-16,NA,NA,NA,"BAY","Landesliste"
"11000692",10,1983-03-29,1987-02-18,NA,NA,NA,"BAY","Landesliste"
"11000692",11,1987-02-18,1990-12-20,NA,NA,NA,"BAY","Landesliste"
"11000692",12,1990-12-20,1994-11-10,NA,NA,NA,"BAY","Landesliste"
"11000692",13,1994-11-10,1996-09-24,204,"München-Nord","BAY","BAY","Landesliste"
"11000693",1,1949-09-07,1953-09-07,4,NA,"SWH",NA,"Direktwahl"
"11000693",2,1953-10-06,1957-10-06,4,NA,"SWH",NA,"Direktwahl"
"11000693",3,1957-10-15,1961-10-15,4,NA,"SWH",NA,"Direktwahl"
"11000693",4,1961-10-17,1965-10-17,4,NA,"SWH",NA,"Direktwahl"
"11000693",5,1965-10-19,1969-10-19,3,NA,"SWH",NA,"Direktwahl"
"11000693",6,1969-10-20,1972-09-22,3,NA,"SWH",NA,"Direktwahl"
"11000694",6,1969-10-20,1972-09-22,NA,NA,NA,"BWG","Landesliste"
"11000694",7,1972-12-13,1976-12-13,NA,NA,NA,"BWG","Landesliste"
"11000694",9,1980-11-04,1983-03-29,NA,NA,NA,"BWG","Landesliste"
"11000695",8,1976-12-14,1980-11-04,13,NA,"HBG",NA,"Direktwahl"
"11000695",9,1980-11-04,1983-03-29,13,NA,"HBG",NA,"Direktwahl"
"11000695",10,1983-03-29,1984-06-29,13,NA,"HBG",NA,"Direktwahl"
"11000696",1,1949-09-07,1953-09-07,20,NA,"NRW",NA,"Direktwahl"
"11000696",2,1953-10-06,1957-10-06,78,NA,"NRW",NA,"Direktwahl"
"11000696",3,1957-10-15,1958-12-06,78,NA,"NRW",NA,"Direktwahl"
"11000697",10,1983-03-29,1987-02-18,NA,NA,NA,"NRW","Landesliste"
"11000697",11,1987-02-18,1990-12-20,NA,NA,NA,"NRW","Landesliste"
"11000697",12,1990-12-20,1994-11-10,NA,NA,NA,"NRW","Landesliste"
"11000697",13,1994-11-10,1998-10-26,103,"Herford","NRW","NRW","Landesliste"
"11000697",14,1998-10-26,2002-10-17,103,"Herford-Minden-Lübbecke I","NRW","NRW","Landesliste"
"11000697",15,2002-10-17,2005-10-18,NA,NA,NA,"NRW","Landesliste"
"11000697",16,2005-10-18,2007-07-06,NA,NA,NA,"NRW","Landesliste"
"11000698",6,1969-10-20,1972-09-22,160,NA,"RPF",NA,"Direktwahl"
"11000698",7,1972-12-13,1976-12-13,NA,NA,NA,"RPF","Landesliste"
"11000698",8,1976-12-14,1977-07-08,160,NA,"RPF",NA,"Direktwahl"
"11000699",3,1957-10-15,1961-10-15,NA,NA,NA,"SLD","Landesliste"
"11000700",1,1949-09-07,1953-09-07,NA,NA,NA,"NRW","Landesliste"
"11000700",2,1953-10-06,1954-02-10,NA,NA,NA,"NRW","Landesliste"
"11000701",11,1987-02-18,1990-12-20,159,NA,"RPF",NA,"Direktwahl"
"11000701",12,1990-12-20,1991-06-07,159,NA,"RPF",NA,"Direktwahl"
"11000702",11,1990-10-03,1990-12-20,NA,NA,NA,"***","Volkskammer"
"11000702",12,1990-12-20,1994-11-10,298,NA,"THÜ",NA,"Direktwahl"
"11000703",9,1980-11-04,1983-03-08,201,NA,"BAY",NA,"Direktwahl"
"11000703",10,1983-03-29,1987-02-18,201,NA,"BAY",NA,"Direktwahl"
"11000703",11,1987-02-18,1990-12-20,201,NA,"BAY",NA,"Direktwahl"
"11000704",1,1949-09-07,1953-09-07,NA,NA,NA,"HES","Landesliste"
"11000704",2,1953-10-06,1957-10-06,NA,NA,NA,"HES","Landesliste"
"11000704",3,1957-10-15,1961-10-15,134,NA,"HES",NA,"Direktwahl"
"11000704",4,1961-10-17,1965-10-17,134,NA,"HES",NA,"Direktwahl"
"11000704",5,1965-10-19,1969-10-19,134,NA,"HES",NA,"Direktwahl"
"11000704",6,1969-10-20,1972-09-22,134,NA,"HES",NA,"Direktwahl"
"11000704",7,1972-12-13,1976-12-13,134,NA,"HES",NA,"Direktwahl"
"11000705",12,1990-12-20,1994-11-10,177,NA,"BWG",NA,"Direktwahl"
"11000705",13,1994-11-10,1998-10-26,177,"Rastatt","BWG","BWG","Direktwahl"
"11000705",14,1998-10-26,2002-10-17,177,"Rastatt","BWG",NA,"Direktwahl"
"11000705",15,2002-10-17,2005-10-18,274,"Rastatt","BWG",NA,"Direktwahl"
"11000705",16,2005-10-18,2009-10-27,274,"Rastatt","BWG",NA,"Direktwahl"
"11000705",17,2009-10-27,2013-10-22,273,"Rastatt","BWG",NA,"Direktwahl"
"11000706",1,1949-09-07,1953-09-07,NA,NA,NA,"BAY","Landesliste"
"11000707",15,2002-10-17,2005-10-18,229,"Landshut","BAY",NA,"Direktwahl"
"11000707",16,2005-10-18,2009-10-27,229,"Landshut","BAY",NA,"Direktwahl"
"11000707",17,2009-10-27,2013-10-22,228,"Landshut","BAY",NA,"Direktwahl"
"11000707",10,1984-06-04,1987-02-18,NA,NA,NA,"BAY","Landesliste"
"11000707",12,1990-12-20,1994-11-10,214,NA,"BAY",NA,"Direktwahl"
"11000707",13,1994-11-10,1998-10-26,214,"Landshut","BAY","BAY","Direktwahl"
"11000707",14,1998-10-26,2002-10-17,214,"Landshut","BAY",NA,"Direktwahl"
"11000708",2,1953-10-06,1957-10-06,12,NA,"SWH",NA,"Direktwahl"
"11000708",3,1957-10-15,1961-10-15,12,NA,"SWH",NA,"Direktwahl"
"11000708",4,1961-10-17,1964-01-07,12,NA,"SWH",NA,"Direktwahl"
"11000709",11,1990-10-03,1990-12-20,NA,NA,NA,"***","Volkskammer"
"11000710",1,1949-09-07,1953-09-07,NA,NA,NA,"WBB","Landesliste"
"11000710",2,1956-04-18,1957-10-06,NA,NA,NA,"NRW","Landesliste"
"11000711",2,1953-10-06,1957-10-06,NA,NA,NA,"HES","Landesliste"
"11000711",3,1957-10-15,1961-10-15,NA,NA,NA,"HES","Landesliste"
"11000711",4,1961-10-17,1965-10-17,NA,NA,NA,"HES","Landesliste"
"11000712",3,1957-10-15,1961-10-15,45,NA,"NDS",NA,"Direktwahl"
"11000712",4,1961-10-17,1965-10-17,45,NA,"NDS",NA,"Direktwahl"
"11000713",3,1957-10-15,1961-10-15,246,NA,"SLD",NA,"Direktwahl"
"11000713",4,1961-10-17,1965-10-17,246,NA,"SLD",NA,"Direktwahl"
"11000713",5,1965-10-19,1969-10-19,247,NA,"SLD",NA,"Direktwahl"
"11000713",6,1969-10-20,1972-09-22,247,NA,"SLD",NA,"Direktwahl"
"11000714",11,1990-10-03,1990-12-20,NA,NA,NA,"***","Volkskammer"
"11000715",10,1983-03-29,1985-03-31,NA,NA,NA,"NRW","Landesliste"
"11000716",2,1955-07-04,1957-10-06,NA,NA,NA,"NDS","Landesliste"
"11000716",3,1957-10-15,1959-05-08,NA,NA,NA,"NDS","Landesliste"
"11000716",5,1965-10-19,1969-10-19,NA,NA,NA,"NDS","Landesliste"
"11000716",6,1969-10-20,1972-09-22,NA,NA,NA,"NDS","Landesliste"
"11000716",7,1972-12-13,1975-12-09,NA,NA,NA,"NDS","Landesliste"
"11000717",3,1957-10-15,1961-10-15,NA,NA,NA,"BLW","Landesliste"
"11000717",4,1961-10-17,1965-10-17,NA,NA,NA,"BLW","Landesliste"
"11000717",5,1965-10-19,1969-10-19,NA,NA,NA,"BLW","Landesliste"
"11000717",6,1969-10-20,1972-09-22,NA,NA,NA,"BLW","Landesliste"
"11000717",7,1972-12-13,1976-12-13,NA,NA,NA,"BLW","Landesliste"
"11000717",8,1976-12-14,1980-11-04,NA,NA,NA,"BLW","Landesliste"
"11000718",2,1953-10-06,1957-10-06,203,NA,"BAY",NA,"Direktwahl"
"11000719",11,1987-02-18,1990-12-20,NA,NA,NA,"NDS","Landesliste"
"11000719",12,1990-12-20,1994-11-10,NA,NA,NA,"NDS","Landesliste"
"11000719",13,1994-11-10,1998-10-26,27,"Cloppenburg - Vechta","NDS","NDS","Landesliste"
"11000719",14,1998-10-26,2002-10-17,27,"Cloppenburg - Vechta","NDS","NDS","Landesliste"
"11000720",1,1949-09-07,1953-09-07,8,NA,"BAY",NA,"Direktwahl"
"11000721",2,1955-11-17,1957-10-06,NA,NA,NA,"BLW","Landesliste"
"11000722",7,1976-04-13,1976-12-13,NA,NA,NA,"RPF","Landesliste"
"11000723",12,1990-12-20,1994-11-10,139,NA,"HES",NA,"Direktwahl"
"11000723",13,1994-11-10,1998-10-26,139,"Frankfurt am Main II","HES","HES","Direktwahl"
"11000724",1,1949-09-07,1953-09-07,22,NA,"NDS",NA,"Direktwahl"
"11000724",2,1953-10-06,1957-10-06,44,NA,"NDS",NA,"Direktwahl"
"11000724",3,1957-10-15,1961-10-15,44,NA,"NDS",NA,"Direktwahl"
"11000725",2,1953-10-06,1955-11-07,20,NA,"HBG",NA,"Direktwahl"
"11000726",11,1987-02-18,1990-12-20,NA,NA,NA,"HES","Landesliste"
"11000726",12,1990-12-20,1994-11-10,NA,NA,NA,"HES","Landesliste"
"11000727",11,1990-10-03,1990-12-20,NA,NA,NA,"***","Volkskammer"
"11000728",4,1964-11-23,1965-10-17,NA,NA,NA,"BWG","Landesliste"
"11000728",5,1965-10-19,1969-10-19,NA,NA,NA,"BWG","Landesliste"
"11000728",6,1969-10-20,1972-09-06,167,NA,"BWG",NA,"Direktwahl"
"11000729",7,1975-06-18,1976-12-13,NA,NA,NA,"BLW","Landesliste"
"11000730",6,1970-01-08,1972-09-22,NA,NA,NA,"BRE","Landesliste"
"11000730",7,1972-12-13,1976-12-13,51,NA,"BRE",NA,"Direktwahl"
"11000730",8,1976-12-14,1980-11-04,51,NA,"BRE",NA,"Direktwahl"
"11000730",9,1980-11-04,1983-03-29,51,NA,"BRE",NA,"Direktwahl"
"11000730",10,1983-03-29,1983-11-14,51,NA,"BRE",NA,"Direktwahl"
"11000731",12,1990-12-20,1994-11-10,266,NA,"MBV",NA,"Direktwahl"
"11000732",11,1987-02-18,1990-12-20,210,NA,"BAY",NA,"Direktwahl"
"11000732",12,1990-12-20,1994-11-10,210,NA,"BAY",NA,"Direktwahl"
"11000732",13,1994-11-10,1998-10-26,210,"Starnberg","BAY","BAY","Direktwahl"
"11000733",1,1949-09-07,1953-09-07,2,NA,"HBG",NA,"Direktwahl"
"11000734",7,1972-12-13,1974-07-05,NA,NA,NA,"NDS","Landesliste"
"11000735",11,1987-02-18,1990-12-20,54,NA,"NRW",NA,"Direktwahl"
"11000735",12,1990-12-20,1994-11-10,54,NA,"NRW",NA,"Direktwahl"
"11000735",13,1994-11-10,1998-10-26,54,"Kreis Aachen","NRW","NRW","Direktwahl"
"11000735",14,1998-10-26,2002-10-17,54,"Kreis Aachen","NRW",NA,"Direktwahl"
"11000735",15,2002-10-17,2005-10-18,89,"Kreis Aachen","NRW",NA,"Direktwahl"
"11000735",16,2005-10-18,2009-10-27,89,"Kreis Aachen","NRW",NA,"Direktwahl"
"11000736",12,1990-12-20,1994-11-10,194,NA,"BWG",NA,"Direktwahl"
"11000736",13,1994-11-10,1998-10-26,194,"Tübingen","BWG","BWG","Direktwahl"
"11000737",10,1983-03-29,1987-02-18,NA,NA,NA,"BAY","Landesliste"
"11000737",11,1987-02-18,1990-12-20,NA,NA,NA,"BAY","Landesliste"
"11000737",12,1990-12-20,1994-11-10,NA,NA,NA,"BAY","Landesliste"
"11000738",6,1969-10-20,1972-09-22,NA,NA,NA,"BWG","Landesliste"
"11000738",7,1972-12-13,1976-12-13,NA,NA,NA,"BWG","Landesliste"
"11000738",8,1976-12-14,1980-11-04,NA,NA,NA,"BWG","Landesliste"
"11000738",9,1980-11-04,1983-03-29,NA,NA,NA,"BWG","Landesliste"
"11000738",10,1983-03-29,1987-02-18,NA,NA,NA,"BWG","Landesliste"
"11000738",11,1987-02-18,1990-12-20,NA,NA,NA,"BWG","Landesliste"
"11000738",12,1990-12-20,1994-11-10,NA,NA,NA,"BWG","Landesliste"
"11000739",11,1987-02-18,1990-12-20,121,NA,"NRW",NA,"Direktwahl"
"11000739",12,1990-12-20,1994-11-10,121,NA,"NRW",NA,"Direktwahl"
"11000740",7,1974-02-02,1976-12-13,NA,NA,NA,"BLW","Landesliste"
"11000741",6,1969-10-20,1972-09-22,NA,NA,NA,"NDS","Landesliste"
"11000741",7,1972-12-13,1976-12-13,NA,NA,NA,"NDS","Landesliste"
"11000741",8,1976-12-14,1980-11-04,NA,NA,NA,"NDS","Landesliste"
"11000742",1,1949-09-07,1953-09-07,NA,NA,NA,"NRW","Landesliste"
"11000743",7,1972-12-13,1976-12-13,52,NA,"BRE",NA,"Direktwahl"
"11000743",8,1976-12-14,1980-11-04,52,NA,"BRE",NA,"Direktwahl"
"11000743",9,1980-11-04,1983-03-29,52,NA,"BRE",NA,"Direktwahl"
"11000743",10,1983-03-29,1987-02-18,52,NA,"BRE",NA,"Direktwahl"
"11000743",11,1987-02-18,1990-12-20,52,NA,"BRE",NA,"Direktwahl"
"11000744",2,1957-06-11,1957-06-21,NA,NA,NA,"BLW","Landesliste"
"11000745",4,1961-10-17,1965-10-17,135,NA,"HES",NA,"Direktwahl"
"11000745",5,1965-10-19,1969-10-19,NA,NA,NA,"HES","Landesliste"
"11000745",6,1969-10-20,1969-11-07,NA,NA,NA,"HES","Landesliste"
"11000745",8,1976-12-14,1980-11-04,NA,NA,NA,"NRW","Landesliste"
"11000746",4,1961-10-17,1965-10-17,175,NA,"BWG",NA,"Direktwahl"
"11000746",5,1965-10-19,1969-10-19,178,NA,"BWG",NA,"Direktwahl"
"11000747",1,1949-09-07,1953-09-07,14,NA,"SWH",NA,"Direktwahl"
"11000747",2,1953-10-06,1957-10-06,NA,NA,NA,"SWH","Landesliste"
"11000747",3,1957-10-15,1960-04-15,NA,NA,NA,"SWH","Landesliste"
"11000748",1,1949-09-07,1953-09-07,4,NA,"NRW",NA,"Direktwahl"
"11000748",2,1953-10-06,1957-10-06,63,NA,"NRW",NA,"Direktwahl"
"11000748",3,1957-10-15,1961-10-15,63,NA,"NRW",NA,"Direktwahl"
"11000748",4,1961-10-17,1965-10-17,63,NA,"NRW",NA,"Direktwahl"
"11000749",9,1980-11-04,1983-03-29,NA,NA,NA,"NRW","Landesliste"
"11000749",10,1983-03-29,1987-02-18,NA,NA,NA,"NRW","Landesliste"
"11000749",11,1987-02-18,1990-12-20,NA,NA,NA,"NRW","Landesliste"
"11000749",12,1990-12-20,1994-11-10,NA,NA,NA,"NRW","Landesliste"
"11000749",13,1994-11-10,1998-10-26,84,"Duisburg I","NRW","NRW","Landesliste"
"11000749",14,1999-10-01,2002-10-17,NA,NA,NA,"NRW","Landesliste"
"11000750",12,1990-12-20,1994-11-10,NA,NA,NA,"SAC","Landesliste"
"11000750",13,1994-11-10,1998-10-26,328,"Reichenbach - Plauen - Auerbach - Oelsnitz","SAC","SAC","Landesliste"
"11000750",14,1998-10-26,2002-10-17,328,"Reichenbach - Plauen - Auerbach - Oelsnitz","SAC","SAC","Landesliste"
"11000750",15,2002-10-17,2005-10-18,NA,NA,NA,"SAC","Landesliste"
"11000750",16,2005-10-18,2009-10-27,NA,NA,NA,"SAC","Landesliste"
"11000750",17,2009-10-27,2013-10-22,NA,NA,NA,"SAC","Landesliste"
"11000751",2,1953-10-06,1957-10-06,200,NA,"BAY",NA,"Direktwahl"
"11000752",1,1949-09-07,1953-09-07,NA,NA,NA,"HBG","Landesliste"
"11000753",3,1957-10-15,1961-10-15,222,NA,"BAY",NA,"Direktwahl"
"11000753",4,1961-10-17,1965-10-17,222,NA,"BAY",NA,"Direktwahl"
"11000753",5,1965-10-19,1969-10-19,225,NA,"BAY",NA,"Direktwahl"
"11000753",6,1969-10-20,1972-06-06,NA,NA,NA,"BAY","Landesliste"
"11000754",12,1990-12-20,1994-11-10,NA,NA,NA,"THÜ","Landesliste"
"11000754",13,1994-11-10,1998-10-26,302,"Jena-Rudolstadt-Stadtroda","THÜ","THÜ","Landesliste"
"11000754",14,1998-10-26,2002-10-17,302,"Jena-Rudolstadt-Stadtroda","THÜ","THÜ","Landesliste"
"11000754",15,2002-10-17,2005-10-18,NA,NA,NA,"THÜ","Landesliste"
"11000755",11,1990-10-03,1990-12-20,NA,NA,NA,"***","Volkskammer"
"11000756",19,2017-10-24,2021-10-26,84,"Berlin-Treptow-Köpenick","BE",NA,"Direktwahl"
"11000756",20,2021-10-26,NA,84,"Berlin-Treptow-Köpenick","BE",NA,"Direktwahl"
"11000756",11,1990-10-03,1990-12-20,NA,NA,NA,"***","Volkskammer"
"11000756",12,1990-12-20,1994-11-10,261,NA,"BLN",NA,"Direktwahl"
"11000756",13,1994-11-10,1998-10-26,260,"Berlin-Hellersdorf-Marzahn","BLN","BLN","Direktwahl"
"11000756",14,1998-10-26,2002-02-01,260,"Berlin-Hellersdorf-Marzahn","BLN",NA,"Direktwahl"
"11000756",16,2005-10-18,2009-10-27,85,"Berlin-Treptow - Köpenick","BLN",NA,"Direktwahl"
"11000756",17,2009-10-27,2013-10-22,85,"Berlin-Treptow - Köpenick","BLN",NA,"Direktwahl"
"11000756",18,2013-10-22,2017-10-24,84,"Berlin-Treptow-Köpenick","BE",NA,"Direktwahl"
"11000757",6,1969-10-20,1972-09-22,228,NA,"BAY",NA,"Direktwahl"
"11000757",7,1972-12-13,1976-12-13,228,NA,"BAY",NA,"Direktwahl"
"11000757",8,1976-12-14,1980-11-04,NA,NA,NA,"BAY","Landesliste"
"11000757",9,1980-11-04,1983-03-29,NA,NA,NA,"BAY","Landesliste"
"11000757",10,1983-03-29,1987-02-18,NA,NA,NA,"BAY","Landesliste"
"11000757",11,1987-02-18,1990-12-20,NA,NA,NA,"BAY","Landesliste"
"11000758",11,1987-02-18,1990-12-20,105,NA,"NRW",NA,"Direktwahl"
"11000758",12,1990-12-20,1994-11-10,105,NA,"NRW",NA,"Direktwahl"
"11000758",13,1994-11-10,1998-10-26,105,"Lippe I","NRW","NRW","Direktwahl"
"11000758",14,1998-10-26,2002-10-17,105,"Lippe I","NRW",NA,"Direktwahl"
"11000758",15,2002-10-17,2005-10-18,136,"Lippe I","NRW",NA,"Direktwahl"
"11000759",3,1957-10-15,1961-10-15,NA,NA,NA,"BAY","Landesliste"
"11000759",4,1961-10-17,1965-10-17,NA,NA,NA,"BAY","Landesliste"
"11000759",5,1965-10-19,1969-10-19,NA,NA,NA,"BAY","Landesliste"
"11000759",6,1969-10-20,1970-12-21,NA,NA,NA,"BAY","Landesliste"
"11000760",5,1965-10-19,1969-10-19,165,NA,"BWG",NA,"Direktwahl"
"11000760",6,1969-10-20,1972-09-22,165,NA,"BWG",NA,"Direktwahl"
"11000760",7,1972-12-13,1976-12-13,165,NA,"BWG",NA,"Direktwahl"
"11000760",8,1976-12-14,1980-11-04,165,NA,"BWG",NA,"Direktwahl"
"11000760",9,1980-11-04,1983-03-29,NA,NA,NA,"BWG","Landesliste"
"11000760",10,1983-03-29,1987-02-18,NA,NA,NA,"BWG","Landesliste"
"11000760",11,1987-02-18,1990-12-20,NA,NA,NA,"BWG","Landesliste"
"11000761",4,1963-08-09,1965-10-17,NA,NA,NA,"BAY","Landesliste"
"11000762",5,1965-10-19,1969-10-19,NA,NA,NA,"BAY","Landesliste"
"11000762",6,1969-10-20,1970-01-20,NA,NA,NA,"BAY","Landesliste"
"11000763",4,1961-11-10,1965-10-17,NA,NA,NA,"SWH","Landesliste"
"11000763",5,1965-10-19,1969-10-19,NA,NA,NA,"SWH","Landesliste"
"11000763",6,1969-10-20,1972-09-22,NA,NA,NA,"SWH","Landesliste"
"11000763",7,1972-12-13,1976-12-13,NA,NA,NA,"SWH","Landesliste"
"11000764",7,1972-12-13,1976-12-13,229,NA,"BAY",NA,"Direktwahl"
"11000764",8,1976-12-14,1980-11-04,NA,NA,NA,"BAY","Landesliste"
"11000764",9,1980-11-04,1983-03-29,NA,NA,NA,"BAY","Landesliste"
"11000764",10,1983-03-29,1987-02-18,NA,NA,NA,"BAY","Landesliste"
"11000765",4,1961-10-17,1965-10-17,NA,NA,NA,"HES","Landesliste"
"11000765",5,1965-10-19,1969-10-19,NA,NA,NA,"HES","Landesliste"
"11000765",6,1969-10-20,1972-09-22,NA,NA,NA,"HES","Landesliste"
"11000765",7,1972-12-13,1976-12-13,NA,NA,NA,"HES","Landesliste"
"11000765",8,1976-12-14,1980-11-04,NA,NA,NA,"HES","Landesliste"
"11000765",9,1980-11-04,1983-03-29,NA,NA,NA,"HES","Landesliste"
"11000765",10,1983-03-29,1983-12-05,NA,NA,NA,"HES","Landesliste"
"11000766",2,1953-10-06,1957-10-06,NA,NA,NA,"NDS","Landesliste"
"11000767",8,1976-12-14,1980-11-04,NA,NA,NA,"BAY","Landesliste"
"11000768",12,1990-12-20,1994-11-10,NA,NA,NA,"SLD","Landesliste"
"11000769",12,1990-12-20,1994-11-10,NA,NA,NA,"SAA","Landesliste"
"11000770",9,1980-11-04,1983-03-29,NA,NA,NA,"BLW","Landesliste"
"11000770",10,1983-03-29,1985-12-01,NA,NA,NA,"BLW","Landesliste"
"11000771",11,1990-10-03,1990-12-20,NA,NA,NA,"***","Volkskammer"
"11000771",12,1990-12-20,1994-11-10,NA,NA,NA,"MBV","Landesliste"
"11000771",13,1994-11-10,1998-10-26,263,"Schwerin-Hagenow","MBV","MBV","Direktwahl"
"11000771",14,1998-10-26,2002-10-17,263,"Schwerin-Hagenow","MBV",NA,"Direktwahl"
"11000771",15,2002-10-17,2005-10-18,13,"Schwerin - Ludwigslust","MBV",NA,"Direktwahl"
"11000771",16,2005-10-18,2009-10-27,13,"Schwerin - Ludwigslust","MBV",NA,"Direktwahl"
"11000771",17,2009-10-27,2013-10-22,NA,NA,NA,"MBV","Landesliste"
"11000772",3,1957-10-15,1961-10-15,55,NA,"NDS",NA,"Direktwahl"
"11000773",7,1976-09-28,1976-12-13,NA,NA,NA,"BWG","Landesliste"
"11000774",5,1965-10-19,1969-10-19,187,NA,"BWG",NA,"Direktwahl"
"11000774",6,1969-10-20,1972-09-22,187,NA,"BWG",NA,"Direktwahl"
"11000774",7,1972-12-13,1976-12-13,187,NA,"BWG",NA,"Direktwahl"
"11000774",8,1976-12-14,1980-11-04,187,NA,"BWG",NA,"Direktwahl"
"11000774",9,1980-11-04,1983-03-29,190,NA,"BWG",NA,"Direktwahl"
"11000774",10,1983-03-29,1987-02-18,190,NA,"BWG",NA,"Direktwahl"
"11000774",11,1987-02-18,1990-12-20,190,NA,"BWG",NA,"Direktwahl"
"11000775",11,1987-02-18,1990-12-20,NA,NA,NA,"BAY","Landesliste"
"11000775",13,1994-11-10,1998-10-26,207,"München-West","BAY","BAY","Landesliste"
"11000775",14,2001-04-01,2002-10-17,NA,NA,NA,"BAY","Landesliste"
"11000776",5,1965-10-19,1969-10-19,NA,NA,NA,"RPF","Landesliste"
"11000776",6,1969-10-20,1972-09-22,NA,NA,NA,"RPF","Landesliste"
"11000776",7,1972-12-13,1976-12-13,NA,NA,NA,"RPF","Landesliste"
"11000776",8,1976-12-14,1980-11-04,NA,NA,NA,"RPF","Landesliste"
"11000776",9,1980-11-04,1983-03-29,NA,NA,NA,"RPF","Landesliste"
"11000776",10,1983-03-29,1987-02-18,NA,NA,NA,"RPF","Landesliste"
"11000777",11,1987-02-18,1990-12-20,NA,NA,NA,"BWG","Landesliste"
"11000777",12,1990-12-20,1994-07-31,NA,NA,NA,"BWG","Landesliste"
"11000778",7,1972-12-13,1976-12-13,NA,NA,NA,"BWG","Landesliste"
"11000779",4,1963-10-28,1965-10-17,NA,NA,NA,"BWG","Landesliste"
"11000779",5,1967-10-19,1969-10-19,NA,NA,NA,"BWG","Landesliste"
"11000779",6,1969-10-20,1972-09-22,NA,NA,NA,"BWG","Landesliste"
"11000779",7,1972-12-13,1976-09-23,NA,NA,NA,"BWG","Landesliste"
"11000780",11,1990-01-02,1990-12-20,NA,NA,NA,"HES","Landesliste"
"11000781",2,1953-10-06,1957-10-06,164,NA,"BWG",NA,"Direktwahl"
"11000781",3,1957-10-15,1961-10-15,164,NA,"BWG",NA,"Direktwahl"
"11000781",4,1964-04-20,1965-10-17,NA,NA,NA,"BWG","Landesliste"
"11000781",5,1965-10-19,1969-10-19,NA,NA,NA,"BWG","Landesliste"
"11000781",6,1969-10-20,1972-09-22,NA,NA,NA,"BWG","Landesliste"
"11000782",4,1964-01-20,1965-10-17,NA,NA,NA,"SWH","Landesliste"
"11000783",1,1949-09-07,1953-09-07,3,NA,"SWH",NA,"Direktwahl"
"11000784",2,1953-10-06,1957-10-06,NA,NA,NA,"NRW","Landesliste"
"11000784",3,1957-10-15,1961-10-15,NA,NA,NA,"NRW","Landesliste"
"11000784",4,1961-10-17,1965-10-17,NA,NA,NA,"NRW","Landesliste"
"11000784",5,1965-10-19,1969-10-19,NA,NA,NA,"NRW","Landesliste"
"11000785",4,1962-05-09,1964-11-16,NA,NA,NA,"BWG","Landesliste"
"11000786",3,1959-12-07,1961-10-15,NA,NA,NA,"NRW","Landesliste"
"11000787",6,1969-10-20,1972-09-22,124,NA,"NRW",NA,"Direktwahl"
"11000787",7,1972-12-13,1976-12-13,124,NA,"NRW",NA,"Direktwahl"
"11000788",6,1969-10-20,1972-09-22,148,NA,"RPF",NA,"Direktwahl"
"11000789",3,1957-10-15,1961-10-15,NA,NA,NA,"NRW","Landesliste"
"11000789",4,1961-10-17,1965-10-17,NA,NA,NA,"NRW","Landesliste"
"11000789",5,1965-10-19,1969-10-19,62,NA,"NRW",NA,"Direktwahl"
"11000790",1,1949-09-07,1951-07-29,NA,NA,NA,"NRW","Landesliste"
"11000792",4,1961-10-17,1965-10-17,NA,NA,NA,"RPF","Landesliste"
"11000792",5,1965-10-19,1966-05-12,NA,NA,NA,"RPF","Landesliste"
"11000793",8,1976-12-14,1980-11-04,NA,NA,NA,"BAY","Landesliste"
"11000793",9,1980-11-04,1983-03-29,NA,NA,NA,"BAY","Landesliste"
"11000793",10,1983-03-29,1987-02-18,NA,NA,NA,"BAY","Landesliste"
"11000793",11,1987-02-18,1990-12-20,NA,NA,NA,"BAY","Landesliste"
"11000794",5,1965-10-19,1969-10-19,81,NA,"NRW",NA,"Direktwahl"
"11000794",6,1969-10-20,1972-09-22,81,NA,"NRW",NA,"Direktwahl"
